1	0	55	40	140	1.7
1	-50	105	40	110	-1.9
1	-203	155	40	80	1.4
1	-450	55	40	100	1.7
1	-350	105	40	135	-1.9
1	-373	155	40	90	1.4
1	-600	55	40	80	1.7
1	-659	105	40	120	-1.9
1	-607	155	40	120	1.4
1	-750	55	40	64	1.7
1	-850	105	40	50	-1.9
1	-803	155	40	100	1.4
1	-940	55	40	80	1.7
1	-1050	105	40	130	-1.9
1	-1203	155	40	80	1.4
1	-1350	55	40	120	1.7
1	-1450	105	40	140	-1.9
1	-1503	155	40	100	1.4
2	0	255	40	170	-0.9
2	-60	305	40	130	1.3
2	-153	355	40	120	-0.9
2	-200	405	40	210	0.6
2	-450	255	40	100	-0.9
2	-350	305	40	135	1.3
2	-353	355	40	160	-0.9
2	-400	405	40	100	0.6
2	-600	255	40	110	-0.9
2	-659	305	40	110	1.3
2	-607	355	40	160	-0.9
2	-677	405	40	130	0.6
2	-750	255	40	110	-0.9
2 	-850	305	40	120	1.3
2	-803	355	40	140	-0.9
2	-833	405	40	110	0.6
2	-940	255	40	160	-0.9
2	-1050	305	40	100	1.3
2	-1203	355	40	110	-0.9
2	-1273	405	40	120	0.6
2	-1350	255	40	190	-0.9
2	-1450	305	40	110	1.3
2	-1503	355	40	140	-0.9
2	-1460	405	40	150	0.6
2	-1550	255	40	140	-0.9
