1	0	55	40	130	1.2
1	-50	105	40	100	-1.1
1	-203	155	40	70	0.9
1	-450	55	40	110	1.2
1	-350	105	40	115	-1.1
1	-373	155	40	80	0.9
1	-600	55	40	70	1.2
1	-659	105	40	160	-1.1
1	-607	155	40	60	0.9
1	-750	55	40	104	1.2
1	-850	105	40	100	-1.1
1	-803	155	40	90	0.9
1	-940	55	40	80	1.2
1	-1050	105	40	120	-1.1
1	-1203	155	40	60	0.9
1	-1350	55	40	130	1.2
1	-1450	105	40	130	-1.1
1	-1503	155	40	90	0.9
2	0	255	40	160	0.7
2	-50	305	40	170	-0.8
2	-203	355	40	130	-0.4
2	-200	405	40	200	0.6
2	-450	255	40	110	0.7
2	-350	305	40	145	-0.8
2	-353	355	40	120	-0.4
2	-400	405	40	90	0.6
2	-600	255	40	110	0.7
2	-659	305	40	170	-0.8
2	-607	355	40	100	-0.4
2	-677	405	40	120	0.6
2	-750	255	40	150	0.7
2 	-850	305	40	110	-0.8
2	-803	355	40	170	-0.4
2	-833	405	40	150	0.6
2	-940	255	40	130	0.7
2	-1050	305	40	150	-0.8
2	-1203	355	40	130	-0.4
2	-1273	405	40	150	0.6
2	-1350	255	40	140	0.7
2	-1450	305	40	120	-0.8
2	-1503	355	40	140	-0.4
2	-1460	405	40	150	0.6
2	-1550	255	40	140	0.7
