1	0	55	40	130	0.7
1	-50	105	40	100	1.0
1	-203	155	40	70	1.1
1	-450	55	40	110	0.7
1	-350	105	40	115	1.0
1	-373	155	40	80	1.1
1	-600	55	40	70	0.7
1	-659	105	40	160	1.0
1	-607	155	40	60	1.1
1	-750	55	40	104	0.7
1	-850	105	40	100	1.0
1	-803	155	40	90	1.1
1	-940	55	40	80	0.7
1	-1050	105	40	120	1.0
1	-1203	155	40	60	1.1
1	-1350	55	40	130	0.7
1	-1450	105	40	130	1.0
1	-1503	155	40	90	1.1
2	0	255	40	160	0.5
2	-50	305	40	170	0.7
2	-203	355	40	130	0.6
2	-200	405	40	200	0.3
2	-450	255	40	110	0.5
2	-350	305	40	145	0.7
2	-353	355	40	120	0.6
2	-400	405	40	90	0.3
2	-600	255	40	110	0.5
2	-659	305	40	170	0.7
2	-607	355	40	100	0.6
2	-677	405	40	120	0.3
2	-750	255	40	150	0.5
2 	-850	305	40	110	0.7
2	-803	355	40	170	0.6
2	-833	405	40	150	0.3
2	-940	255	40	130	0.5
2	-1050	305	40	150	0.7
2	-1203	355	40	130	0.6
2	-1273	405	40	150	0.3
2	-1350	255	40	140	0.5
2	-1450	305	40	120	0.7
2	-1503	355	40	140	0.6
2	-1460	405	40	150	0.3
2	-1550	255	40	140	0.5
